,iteracion,path,distancia
3933,3933,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3934,3934,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3935,3935,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3936,3936,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3937,3937,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3938,3938,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3939,3939,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3940,3940,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3941,3941,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3942,3942,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3943,3943,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3944,3944,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3945,3945,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3946,3946,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3947,3947,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3948,3948,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3949,3949,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3950,3950,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3951,3951,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3952,3952,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3953,3953,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3954,3954,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3955,3955,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3956,3956,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3957,3957,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3958,3958,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3959,3959,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3960,3960,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3961,3961,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3962,3962,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3963,3963,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3964,3964,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3965,3965,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3966,3966,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3967,3967,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3968,3968,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3969,3969,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3970,3970,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3971,3971,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3972,3972,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3973,3973,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3974,3974,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3975,3975,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3976,3976,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3977,3977,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3978,3978,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3979,3979,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3980,3980,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3981,3981,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3982,3982,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3983,3983,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3984,3984,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3985,3985,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3986,3986,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3987,3987,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3988,3988,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3989,3989,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3990,3990,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3991,3991,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3992,3992,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3993,3993,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3994,3994,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3995,3995,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3996,3996,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3997,3997,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3998,3998,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
3999,3999,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4000,4000,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4001,4001,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4002,4002,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4003,4003,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4004,4004,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4005,4005,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4006,4006,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4007,4007,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4008,4008,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4009,4009,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4010,4010,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4011,4011,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4012,4012,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4013,4013,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4014,4014,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4015,4015,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4016,4016,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4017,4017,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4018,4018,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4019,4019,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4020,4020,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4021,4021,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4022,4022,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4023,4023,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4024,4024,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4025,4025,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4026,4026,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4027,4027,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4028,4028,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4029,4029,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4030,4030,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4031,4031,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4032,4032,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4033,4033,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4034,4034,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4035,4035,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4036,4036,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4037,4037,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4038,4038,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4039,4039,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4040,4040,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4041,4041,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4042,4042,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4043,4043,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4044,4044,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4045,4045,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4046,4046,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4047,4047,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4048,4048,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4049,4049,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4050,4050,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4051,4051,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4052,4052,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4053,4053,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4054,4054,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4055,4055,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4056,4056,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4057,4057,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4058,4058,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4059,4059,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4060,4060,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4061,4061,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4062,4062,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4063,4063,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4064,4064,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4065,4065,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4066,4066,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4067,4067,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4068,4068,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4069,4069,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4070,4070,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4071,4071,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4072,4072,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4073,4073,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4074,4074,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4075,4075,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4076,4076,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4077,4077,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4078,4078,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4079,4079,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4080,4080,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4081,4081,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4082,4082,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4083,4083,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4084,4084,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4085,4085,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4086,4086,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4087,4087,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4088,4088,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4089,4089,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4090,4090,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4091,4091,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4092,4092,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4093,4093,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4094,4094,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4095,4095,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4096,4096,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4097,4097,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4098,4098,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4099,4099,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4100,4100,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4101,4101,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4102,4102,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4103,4103,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4104,4104,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4105,4105,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4106,4106,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4107,4107,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4108,4108,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4109,4109,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4110,4110,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4111,4111,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4112,4112,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4113,4113,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4114,4114,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4115,4115,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4116,4116,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4117,4117,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4118,4118,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4119,4119,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4120,4120,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4121,4121,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4122,4122,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4123,4123,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4124,4124,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4125,4125,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4126,4126,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4127,4127,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4128,4128,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4129,4129,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4130,4130,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4131,4131,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4132,4132,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4133,4133,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4134,4134,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4135,4135,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4136,4136,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4137,4137,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4138,4138,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4139,4139,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4140,4140,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4141,4141,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4142,4142,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4143,4143,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4144,4144,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4145,4145,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4146,4146,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4147,4147,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4148,4148,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4149,4149,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4150,4150,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4151,4151,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4152,4152,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4153,4153,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4154,4154,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4155,4155,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4156,4156,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4157,4157,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4158,4158,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4159,4159,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4160,4160,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4161,4161,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4162,4162,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4163,4163,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4164,4164,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4165,4165,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4166,4166,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4167,4167,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4168,4168,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4169,4169,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4170,4170,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4171,4171,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4172,4172,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4173,4173,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4174,4174,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4175,4175,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4176,4176,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4177,4177,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4178,4178,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4179,4179,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4180,4180,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4181,4181,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4182,4182,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4183,4183,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4184,4184,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4185,4185,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4186,4186,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4187,4187,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4188,4188,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4189,4189,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4190,4190,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4191,4191,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4192,4192,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4193,4193,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4194,4194,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4195,4195,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4196,4196,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4197,4197,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4198,4198,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4199,4199,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4200,4200,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4201,4201,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4202,4202,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4203,4203,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4204,4204,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4205,4205,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4206,4206,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4207,4207,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4208,4208,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4209,4209,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4210,4210,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4211,4211,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4212,4212,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4213,4213,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4214,4214,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4215,4215,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4216,4216,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4217,4217,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4218,4218,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4219,4219,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4220,4220,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4221,4221,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4222,4222,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
4223,4223,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
